sample_id,image_path,overlay_path,prompt,relation,object_a,object_b,checker_verdict_raw,conf,run_id,run_path,method
sd15_boxdiff_v1_000101_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000101_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000101_seed0001.png,A photo of a horse to the right of a apple.,right_of,horse,apple,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000097_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000097_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000097_seed0000.png,A photo of a tv to the right of a potted plant.,right_of,tv,potted plant,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000065_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000065_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000065_seed0000.png,A photo of a couch to the right of a bear.,right_of,couch,bear,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000033_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000033_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000033_seed0002.png,A photo of a bird to the right of a airplane.,right_of,bird,airplane,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000009_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000009_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000009_seed0001.png,A photo of a chair to the right of a cat.,right_of,chair,cat,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000053_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000053_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000053_seed0000.png,A photo of a bear to the right of a teddy bear.,right_of,bear,teddy bear,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000009_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000009_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000009_seed0000.png,A photo of a chair to the right of a cat.,right_of,chair,cat,PASS,0.4389,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000085_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000085_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000085_seed0002.png,A photo of a bicycle to the right of a teddy bear.,right_of,bicycle,teddy bear,PASS,0.7971,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000177_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000177_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000177_seed0000.png,A photo of a car to the right of a elephant.,right_of,car,elephant,PASS,0.9146,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000145_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000145_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000145_seed0003.png,A photo of a truck to the right of a laptop.,right_of,truck,laptop,PASS,0.6283,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000025_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000025_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000025_seed0001.png,A photo of a potted plant to the right of a bear.,right_of,potted plant,bear,PASS,0.9796,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000069_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000069_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000069_seed0003.png,A photo of a cat to the right of a motorcycle.,right_of,cat,motorcycle,PASS,0.8128,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000194_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000194_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000194_seed0002.png,A photo of a apple above a chair.,above,apple,chair,PASS,0.6845,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000134_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000134_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000134_seed0003.png,A photo of a cow above a apple.,above,cow,apple,PASS,0.9923,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000046_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000046_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000046_seed0003.png,A photo of a cat above a fire hydrant.,above,cat,fire hydrant,PASS,0.7860,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000178_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000178_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000178_seed0003.png,A photo of a elephant above a car.,above,elephant,car,PASS,0.9959,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000150_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000150_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000150_seed0001.png,A photo of a chair above a dog.,above,chair,dog,PASS,0.7964,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000062_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000062_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000062_seed0002.png,A photo of a bird above a fire hydrant.,above,bird,fire hydrant,PASS,0.9939,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000102_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000102_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000102_seed0003.png,A photo of a apple above a horse.,above,apple,horse,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000034_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000034_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000034_seed0001.png,A photo of a airplane above a bird.,above,airplane,bird,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000162_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000162_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000162_seed0003.png,A photo of a banana above a bicycle.,above,banana,bicycle,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000058_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000058_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000058_seed0000.png,A photo of a banana above a potted plant.,above,banana,potted plant,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000006_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000006_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000006_seed0001.png,A photo of a giraffe above a dog.,above,giraffe,dog,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000010_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000010_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000010_seed0000.png,A photo of a cat above a chair.,above,cat,chair,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000175_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000175_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000175_seed0003.png,A photo of a tv below a clock.,below,tv,clock,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000019_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000019_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000019_seed0002.png,A photo of a elephant below a horse.,below,elephant,horse,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000103_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000103_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000103_seed0002.png,A photo of a horse below a apple.,below,horse,apple,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000015_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000015_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000015_seed0000.png,A photo of a chair below a bear.,below,chair,bear,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000027_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000027_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000027_seed0001.png,A photo of a potted plant below a bear.,below,potted plant,bear,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000167_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000167_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000167_seed0003.png,A photo of a potted plant below a vase.,below,potted plant,vase,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000039_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000039_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000039_seed0000.png,A photo of a horse below a dog.,below,horse,dog,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000024_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000024_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000024_seed0003.png,A photo of a bear to the left of a potted plant.,left_of,bear,potted plant,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000116_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000116_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000116_seed0003.png,A photo of a stop sign to the left of a teddy bear.,left_of,stop sign,teddy bear,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000048_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000048_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000048_seed0002.png,A photo of a tv to the left of a teddy bear.,left_of,tv,teddy bear,UNDECIDABLE,0.0010,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000176_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000176_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000176_seed0002.png,A photo of a elephant to the left of a car.,left_of,elephant,car,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000032_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000032_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000032_seed0003.png,A photo of a airplane to the left of a bird.,left_of,airplane,bird,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000024_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000024_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000024_seed0000.png,A photo of a bear to the left of a potted plant.,left_of,bear,potted plant,UNDECIDABLE,0.0000,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000063_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000063_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000063_seed0001.png,A photo of a fire hydrant below a bird.,below,fire hydrant,bird,PASS,0.3078,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000115_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000115_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000115_seed0000.png,A photo of a cat below a vase.,below,cat,vase,PASS,0.7596,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000043_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000043_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000043_seed0000.png,A photo of a clock below a dog.,below,clock,dog,PASS,0.9549,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000103_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000103_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000103_seed0001.png,A photo of a horse below a apple.,below,horse,apple,PASS,0.7724,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000111_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000111_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000111_seed0000.png,A photo of a truck below a bear.,below,truck,bear,PASS,0.9395,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000139_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000139_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000139_seed0000.png,A photo of a giraffe below a bed.,below,giraffe,bed,PASS,0.7339,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000111_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000111_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000111_seed0003.png,A photo of a truck below a bear.,below,truck,bear,PASS,0.9675,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000167_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000167_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000167_seed0000.png,A photo of a potted plant below a vase.,below,potted plant,vase,FAIL,0.9835,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000103_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000103_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000103_seed0003.png,A photo of a horse below a apple.,below,horse,apple,FAIL,0.9854,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000015_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000015_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000015_seed0003.png,A photo of a chair below a bear.,below,chair,bear,FAIL,0.9611,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000167_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000167_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000167_seed0001.png,A photo of a potted plant below a vase.,below,potted plant,vase,FAIL,0.9841,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000019_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000019_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000019_seed0003.png,A photo of a elephant below a horse.,below,elephant,horse,FAIL,0.8450,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000138_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000138_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000138_seed0002.png,A photo of a bed above a giraffe.,above,bed,giraffe,FAIL,0.9861,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000166_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000166_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000166_seed0000.png,A photo of a vase above a potted plant.,above,vase,potted plant,FAIL,0.9782,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000054_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000054_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000054_seed0003.png,A photo of a teddy bear above a bear.,above,teddy bear,bear,FAIL,0.9078,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000166_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000166_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000166_seed0003.png,A photo of a vase above a potted plant.,above,vase,potted plant,FAIL,0.8337,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000166_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000166_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000166_seed0002.png,A photo of a vase above a potted plant.,above,vase,potted plant,FAIL,0.9489,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000130_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000130_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000130_seed0002.png,A photo of a fire hydrant above a couch.,above,fire hydrant,couch,FAIL,0.9137,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000164_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000164_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000164_seed0003.png,A photo of a vase to the left of a potted plant.,left_of,vase,potted plant,FAIL,0.4976,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000128_seed0001,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000128_seed0001.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000128_seed0001.png,A photo of a fire hydrant to the left of a couch.,left_of,fire hydrant,couch,FAIL,0.7453,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000124_seed0002,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000124_seed0002.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000124_seed0002.png,A photo of a chair to the left of a bird.,left_of,chair,bird,FAIL,0.9646,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000193_seed0000,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000193_seed0000.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000193_seed0000.png,A photo of a chair to the right of a apple.,right_of,chair,apple,FAIL,0.9937,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000177_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000177_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000177_seed0003.png,A photo of a car to the right of a elephant.,right_of,car,elephant,FAIL,0.9889,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd15_boxdiff_v1_000165_seed0003,../../runs/final_20260112_084335/sd15_boxdiff/images/sd15_boxdiff_v1_000165_seed0003.png,../../runs/final_20260112_084335/sd15_boxdiff/eval/overlays/sd15_boxdiff_v1_000165_seed0003.png,A photo of a potted plant to the right of a vase.,right_of,potted plant,vase,FAIL,0.8670,sd15_boxdiff,runs/final_20260112_084335/sd15_boxdiff,boxdiff
sd14_gligen_v1_000016_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000016_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000016_seed0000.png,A photo of a horse to the left of a elephant.,left_of,horse,elephant,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000040_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000040_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000040_seed0002.png,A photo of a dog to the left of a clock.,left_of,dog,clock,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000104_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000104_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000104_seed0003.png,A photo of a elephant to the left of a bear.,left_of,elephant,bear,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000160_seed0001,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000160_seed0001.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000160_seed0001.png,A photo of a banana to the left of a bicycle.,left_of,banana,bicycle,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000016_seed0002,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000016_seed0002.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000016_seed0002.png,A photo of a horse to the left of a elephant.,left_of,horse,elephant,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000000_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000000_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000000_seed0000.png,A photo of a cake to the left of a bed.,left_of,cake,bed,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000036_seed0003,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000036_seed0003.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000036_seed0003.png,A photo of a dog to the left of a horse.,left_of,dog,horse,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000076_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000076_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000076_seed0000.png,A photo of a cat to the left of a clock.,left_of,cat,clock,UNDECIDABLE,0.0000,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
sd14_gligen_v1_000156_seed0000,../../runs/final_20260112_084335/sd14_gligen/images/sd14_gligen_v1_000156_seed0000.png,../../runs/final_20260112_084335/sd14_gligen/eval/overlays/sd14_gligen_v1_000156_seed0000.png,A photo of a bus to the left of a dog.,left_of,bus,dog,PASS,0.9969,sd14_gligen,runs/final_20260112_084335/sd14_gligen,gligen
